feature,cohens_d,p_value,mean_risk,mean_norm,n_risk,n_norm
X390,0.26615197429510973,4.2115310977289273e-22,7.301908396946565,7.182892515475521,1310,24937
X930,0.26588272323712997,9.61989527027831e-28,3517.0458015267177,3513.637189484685,1310,24937
X174,0.2652470414634572,9.827608554143394e-23,6.103413358778626,6.101656905699815,1310,24937
X893,0.2646189556241248,2.15966614352905e-15,2378.5114503816794,2361.547954015596,1310,24937
X76,0.2643037161069726,3.862018012507629e-21,2.319520992366412,2.318419728273977,1310,24937
X964,-0.2623853697367014,1.149995974956916e-15,1359.8320610687024,1362.0113353163438,1310,24937
X570,0.2618371691440495,6.374041441692295e-41,15.117051526717558,14.92939092772731,1310,24937
X173,0.26124260710369784,5.777369860897536e-22,6.102867175572519,6.10113011496101,1310,24937
X806,-0.26035178026946326,2.520382907183052e-23,1473.8702290076335,1491.7139641450278,1310,24937
X577,0.2594204446306108,2.1689099617108258e-20,1.7218416030534351,1.6847319921215531,1310,24937
X486,0.2593394198599171,5.98633644812689e-19,159.0675572519084,156.79766259345607,1310,24937
X938,0.25932084868311356,8.401819771401201e-15,356.32824427480915,351.96808425114557,1310,24937
X585,-0.2584012084895573,9.153843025580672e-18,0.65493893129771,0.6553097716858268,1310,24937
X393,-0.2577330746776706,2.741709986502527e-29,8.882824427480916,9.049139802234906,1310,24937
X180,0.2573919626910954,8.241800449846496e-21,10.097958015267176,10.094769776509365,1310,24937
X944,0.2563440645117807,9.868548465116734e-15,378.9389312977099,376.2993005868639,1310,24937
X644,-0.2559931971726775,2.8962703559364743e-23,1.884351145038168,2.313218506310797,1310,24937
X852,0.25552231587305757,2.7614886062084533e-29,807.9694656488549,788.5412814534931,1310,24937
X123,0.2553495315893251,5.78710263967475e-21,1.798317175572519,1.7972538588310956,1310,24937
X154,0.2542387964135189,6.144172263316515e-20,5.901604580152672,5.899911528257899,1310,24937
X994,0.2540635454198778,3.8722748650463754e-16,23.52671755725191,18.067368759546586,1310,24937
X833,0.252422834887585,7.854754517901654e-14,510.5307251908397,509.2663899831176,1310,24937
X19,0.2513949920485639,2.3656910781528413e-19,5.003296183206106,5.001998593134496,1310,24937
X965,-0.25069643582653495,1.2490757471306601e-14,374.6412213740458,376.6779483881341,1310,24937
X785,0.25007535142554316,1.024103878190719e-16,1642.0229007633588,1628.1192218023957,1310,24937
X391,0.24999053851302583,3.201245956027921e-21,8.676145038167938,8.544879009566685,1310,24937
X155,0.24990744499943554,1.0493820015437106e-18,5.902497328244276,5.900833587908996,1310,24937
X150,0.24527038955373384,1.0939431822187875e-18,10.098053435114505,10.095005024519654,1310,24937
X127,0.2447204255493185,7.18694117118963e-20,6.99923282442748,6.9970889741940665,1310,24937
X41,0.24464390809786848,2.6360027358431343e-19,5.597382061068702,5.59577029905941,1310,24937
X820,-0.2429497076082784,1.7462030319609385e-18,1327.8396946564885,1337.9773293673124,1310,24937
X647,-0.2429099579830011,7.161042441216286e-36,0.1946564885496183,0.32699573920733177,1310,24937
X929,0.2426382238199789,1.571784703562754e-19,301.23664122137404,297.85609775705444,1310,24937
X755,0.2371735776042402,9.356829695016037e-16,73.51908396946565,57.67505426481228,1310,24937
X572,-0.2353928305607565,2.6943457564866312e-27,11.111994274809161,11.262664301792748,1310,24937
X793,-0.23535181574055256,1.2422910903456719e-16,1991.5496183206108,2002.8153388536057,1310,24937
X484,0.23456159555448744,1.9488361253285553e-16,157.07538167938932,155.07325749658332,1310,24937
X646,-0.23447624236034686,1.3103030212309298e-27,0.49904580152671757,0.7306857464426401,1310,24937
X292,-0.23227400691464783,5.084737666204543e-31,1.4939007633587786,1.496730082804084,1310,24937
X483,0.22980035175261398,7.317694215329534e-15,155.77480916030535,153.8447825387893,1310,24937
X917,0.22869365698846522,3.299933782260577e-10,265.12213740458014,262.14575126617893,1310,24937
X485,0.22842792295346281,2.3851168974088548e-15,157.05095419847328,155.09051169708175,1310,24937
X116,0.2283112365858829,8.647884889562118e-16,1.903490458015267,1.9025487378406623,1310,24937
X46,0.22775048757018,2.5039209929786477e-16,2.996833969465649,2.995324604067851,1310,24937
X992,0.22521093755579652,6.108737690367076e-14,342.51908396946567,339.3312967280328,1310,24937
X931,0.22510772330329978,1.1329736049123723e-10,364.1020992366412,362.40780006431385,1310,24937
X642,-0.22494742076673727,2.3031626310024336e-24,0.39427480916030533,0.5527876035051049,1310,24937
X1013,-0.22428722549883712,1.5896469189030159e-21,121.35709923664122,122.09431224374948,1310,24937
X589,0.22201380174763727,6.618181814810883e-48,0.362453500522466,0.3543154503266235,1310,24937
X207,0.221450781961576,7.266340931225634e-15,8.998977862595419,8.996794698126859,1310,24937
X1064,-0.22014766836930227,5.380199324874325e-19,10.842212929293893,11.589848147693745,1310,24937
X111,-0.21970175223108596,6.219940281739805e-17,0.4995698473282443,0.49980030549079507,1310,24937
X587,0.21915770731300077,6.858966161908019e-19,0.325161449752883,0.32360529449482456,1310,24937
X495,0.21849012203690074,2.537809376714252e-13,4.2778625954198475,4.221621512983359,1310,24937
X121,0.21720737232613443,9.74926409045934e-15,1.7979587786259543,1.7971110418843956,1310,24937
X669,0.2156070786096921,5.290266324729843e-15,1.8431736641221372,1.8415325789854493,1310,24937
X293,-0.21299733146864785,5.171193828750917e-26,1.4941297709923664,1.4967114116890423,1310,24937
X678,-0.212422119583686,1.3617729850162573e-15,1.995321755725191,1.9961086100168826,1310,24937
X1015,-0.21237245524542916,1.7284728461262726e-19,165.3336354961832,170.7372656804813,1310,24937
X406,-0.2106384029603031,6.837039209156418e-12,9.943320610687023,10.142917437093013,1310,24937
X918,0.20892328409910213,7.619471925198419e-11,260.0,257.9100410000804,1310,24937
X912,0.20817616986074064,4.649312364741303e-13,-1360.7099236641222,-1363.503095104108,1310,24937
X295,-0.20806180794155574,7.245937616753792e-27,1.4907603053435117,1.4932572152102257,1310,24937
X210,0.20765201848019,1.5569891803147407e-13,6.9999900763358776,6.9985964305812365,1310,24937
X61,-0.20554624033814778,6.704195723216586e-13,-0.7314402671755725,-0.7308538668703273,1310,24937
X1058,0.20424524932203378,6.701710323855272e-14,198.9408396946565,198.30330010451001,1310,24937
X836,0.20382298723841738,4.631025490298306e-16,-434.5687022900763,-445.2650936570464,1310,24937
X639,-0.20306103967493044,2.267940918467354e-19,0.807824427480916,1.080864619342391,1310,24937
X594,-0.20245982302231574,2.2268467510840316e-12,1430.8595551894564,1484.4315517083448,1310,24937
X981,0.20183788093753177,2.3330168754397236e-21,250.55725190839695,249.30323981027414,1310,24937
X336,-0.20148339777688026,5.824293394134082e-12,159.38015267175572,159.5169627783584,1310,24937
